,customer_id,club_member_status,fashion_news_frequency,age,postal_code
364831,443ba80ebb316fb68a1936aac53a5c286e13400e266f9875fb288eaedbe0d2dc,ACTIVE,None,30.0,e78f2c6ece6306cbb55f3841bbc1e70bb935e9486421869df9b8c7ad93efd9f8
364855,443cfdf72e311176ce1433b876a5656c9985b0a1f7e42cd5070046409c235dfc,ACTIVE,Regularly,28.0,0acd3dd4139ccf6c70b0960a9745499515896e32f13b9486c342a5e07e6880b9
365057,44478077ef23840892c08fd3af0f9ffedc1c202a9b6363d8ac8c92e6efeecdba,ACTIVE,None,26.0,d0787b383ef60c852ccc6c08f18d1c8a8289f2b78b75426d74a772dd85d27198
365255,44500af6b4b866e91ae7f79b8cd5f5591c64d3f54dd75e1d9d7b96308a4bef01,ACTIVE,None,33.0,0689465d49c2d9382d53e56408487688939d0c0d198125186e22a05729454cdc
365399,4456765b062c239148d267569f3eb3bb4324d37454330b0a5372a74d322abcfa,ACTIVE,Regularly,28.0,fc34050962450e273e9b3cef631d7e742083c98985d492a8659528e304695533
365447,445880868e729ca5998613257c65e83ac264668e46edbbd9676330b6b40cb822,ACTIVE,Regularly,39.0,94404345b09e5809e58f69f03df4ffaa7ec206d24625064c5d7a458a4f0ef53b
365551,445e73b357031d6f81dd03c820d4a0146ac72b31a12a56d49eafc7c07fb417df,ACTIVE,None,25.0,f9396bc006c544328934dc76bf5c36e9d444a7beba2ba585e7f62d5afb838178
365626,446204ce68bd25d592ae35b8e52d9bc305ba8c07ef8983f4359c3f93a5597588,ACTIVE,Regularly,59.0,8e1bdb0339e485e684ec2cc9ca7e9376a5fa1a06f85a43e262289f75ee96bfaf
365737,446785ae0f151e59ef3ed6d360a7e4af188abdeafbfdb5bae4b269ea7c549b2d,ACTIVE,None,46.0,f83a3be123f6c1fad15706b0a30180f9018adfcb1feba3b679367d89239805bc
365827,446af61616fbe80b8be712afd46fc269ec6659000b15a6571bea4838ab623222,ACTIVE,Regularly,26.0,3ce4e7963cf1c6bbda1f9938b6bcc83552c149aac1c3c7aaf8b893ceecae469a
365976,44728cc0133717ea042647dd808042012bd633370828350cae80426d3a34162a,ACTIVE,Regularly,47.0,debce6c830f24348c622444aea6ff164b9d52c09162ba5ed4636b71761a0c0a4
366001,44737e247a93702ea583d2611ec0eab288ff30cd1f2938370eef6b77b55769a8,ACTIVE,Regularly,27.0,08fec3c7e61e15cf5a716e360bf8993ce1bbb4108dc8bec7e063ca14a4511d25
366371,4486c963634d9281909a82f13f750fa63c998a890b9137ea8aba86760de6fe54,ACTIVE,None,63.0,5b1781259ce7433ddc1b64e13af998720b80830c4d1c328dbb0f6c16e29d2b58
366787,449a429f5d1fd2fefa32a2132f096b4ea099c9f5577e42b29baa9b73f8fa77fd,ACTIVE,None,25.0,ab31f21a36957dc185edaa11d06fefd30ba78a0f04f14012f822b2ee76814eaa
366849,449d3077ee833f33747b50012d1520b2cccd1fb546d43a4a4df1481ca1ad7446,ACTIVE,None,34.0,51feee5bc76515ebb1117b95c848e14367e8ec466bd51d187166b4393a953539
366863,449dc254d5a3f87bcb6c63d0b47a7f06868bcc165299d02a0bbef7aa22bd5610,ACTIVE,None,30.0,9019bed6a245da1b2d087fbb54d5fff6e53826efe3dc38ebf640dfc68aa261a8
367039,44a693f48be18b10cca4bbd7a20b4c63efcb71974d7be4e095885e0c4be16ad1,ACTIVE,Regularly,47.0,517a00ea9730287ea9d422422e39508f932a7c5fdc42026c0efd5c897392c24d
367042,44a6a9740e53850bd9cf7d726b28a18db29a1faa48cb69bdef849f6823829b72,ACTIVE,None,27.0,0d35a22c73bcd44e70c32e50b1dbe710e67f526223f44cef9fa67d8f1102b9ff
367092,44a91d6c42add709f58d9d5cb4d26857ab0410a236f9125c95f84560824001ae,ACTIVE,Regularly,36.0,96dcf7fbcce2528636fabad37241129d4795473132e824361f6f5551c95228ce
367127,44aaab7623292bbd23fe7697206229cf26af559f6987ea61aac3156f2dd188a8,ACTIVE,Regularly,46.0,3b186d128d0b239433c482516835ec83b6431fb91e8175058d8b35b27b7610b0
367213,44aebb0779f0b0c390d3da4303f7abc415767140e5cd4a27e67ff219dfe9a28b,ACTIVE,None,26.0,33606cd88f8ccf671dd2d11542c6f731b96c03b2453c1a05f6f4ae9a55e747e0
367313,44b33e717b3e0f65879f4b5dc7f6a82bcd019b3d1aa59aaaf0c0707f58f8b2e1,ACTIVE,None,23.0,9356cb86fb592c44e3e85e65c490b22b24cc8db0c34e08b3934a3cbf11605b03
367348,44b505234dcff9a1084987890b14bcf287532047c02a532dc2aef258c93e7b8e,ACTIVE,None,24.0,5544a51b60d3c72ef10681b4ce8edb2da07d50eaf94af952bebf15b47db32536
367481,44bba399b77cdc76ac0441ed92b6db6f7702655362ffa421a631b06801cc76d5,ACTIVE,Regularly,31.0,994f991c52574cff9f84a30b10bb50b029bf7aaac0f59816f28ba308d20f4d63
367870,44cedf42ef296b66eb0842bed7234b7f83ba3bb49a45df7a62e07595284ce89a,ACTIVE,Regularly,31.0,d3a83c0418c577b25b11126ab73f9ba3485c15fcc990392b0cfe74fb9636e5be
367991,44d5999e6ccbae9bef393c726ff7f1bbc784f0d244c124c2f01312ecba28bf32,ACTIVE,Regularly,28.0,e8ee860b1ce1416978d7528afc5cde8867c41d5d81dd15d064b570bb9f1a5d5e
368050,44d89202f5e3e7675259b84e63e9f7cda72605782b584b579596946e04867faf,ACTIVE,None,25.0,d6944e600be4483d57d0a4dd28b86f91b1d4b25ad331ab6f4ab8474ba7f499e6
368197,44e06ca59d05008d94a9a7b9cc5daeaf24ff49920c5c1fc531d173bedc5b609f,ACTIVE,None,29.0,04c83825f5aeeece9a590d22cb15addd72925f39f906e77edb92f4e5ae23f8aa
368248,44e2e6bbec9e578e52bd2eb3eff2a165d094735029efb0d18128551d33e94b88,ACTIVE,Regularly,27.0,f98c80d75799e097fbc3a3949e113ca006d314e813bec78e615287d1a0029861
368288,44e43e98c5ea953b6d22ae00988af75587b6350d99af9dfa4de264d1dc6781d6,ACTIVE,None,54.0,17e7d44f81af07ce765a32e5e45ac96aefee9c6991c4d8dd960e703b954bf5a7
368526,44efa89a821c6aa0d309d51ec27a0749e198901dec4b6706b45731d2678c730f,ACTIVE,None,26.0,2d17a4430d7246844874dedb3533f1761673ad318cc743e30a3eed63eef05711
368549,44f09a8950a7db17726fda30a768a2e8cda97457b4419fbcf02f920f6c608dd6,ACTIVE,None,30.0,bd969b9eeed133042bfb75444a6b30c12551d545fb32a33e001db075405d87e9
368588,44f2639b3abb0d114a6f2d5695d0557dd127a5759234760315fb5469a8434e85,ACTIVE,Regularly,54.0,c48f47ffd892b28009cf99bfaed52367ce73134440969c21cadfc146f4317abe
368745,44f8bf52147d05e1399c363fda2542619269180933197066203d42fc8b9bcf19,ACTIVE,None,35.0,79067bd69ae0fee079ef764a3fd587413c7dc764e3e8cd3d405f1cc4721fe271
368806,44fb78a3dc024f1c75b2409bc557769a365c12c788cb6114de5416eecdfa140d,ACTIVE,None,24.0,bfd6b07ecbe0102c70555021e7479cd7c35d4eaf652ba226045dbfa6f5775ca4
369033,450512f1cfcf1f4cf4f4f2935e476332c56162236e43d1ff6eadb3c53350fe44,ACTIVE,Regularly,49.0,ab3acaf0766a4ca695b672fa5fc160eb176b9649f99f8811078336a5e5cce14f
369347,451465bd1c833d2ad3b456a09124eaf5ce8e55e11ff68ad082155e7932fabeba,ACTIVE,Regularly,55.0,5b1cfa0e7350b73ff8a72deefff3290945b28d0c4c8b1825485a70453d6e8995
369435,45188f8e0b0d75da0a95be645b39281d91ee681de1c2dc292790d5403702f459,ACTIVE,Regularly,48.0,e1098ab1fc60dffadcf432e5ed6bf17415b1c78bb0484a4b01174183c4ab7832
369456,4519a4cbcb771914cf5f4ded4bcc09ca11eb582ccbca5d56da9deca60b4bb7ec,ACTIVE,Regularly,22.0,0ae4b432a80028feda602ef8b692eb4323d35628f0b54a25e362b162ab275a0c
369601,4520c9df91602d20a36e1b0c0bc7942bcf8da155c43f06d356d358c82994b5a2,ACTIVE,None,37.0,87d0f487873fc76a604b61f76de68f9efd7b9a39b61b1310b7f7866a31b23057
369688,4525821cd8bdf6dde263ceb36da3a417eebb4e74fb83ebd6fec2473fb955f56a,ACTIVE,Regularly,26.0,cc1bf8b7927654572acc8d7b811c9d4d28748104b0023706d033a2e2820f3f04
369749,4528b2b92597875c4b8435dfc2de74e47af2ce539063c44d22b893bf4ea705a8,ACTIVE,None,26.0,0dd2b5823bf7db76603203c2189a782c5d1f9048be64a7aeca6f3b57c4744b09
369819,452c2cfce8189ddc3acfbe6307380034ecb536efc38c4df88814f8319c9d69b2,ACTIVE,None,33.0,4b11287d8cd539db640026ac434cb1cf42b95f5a4496f675829d69d861d90ad9
370140,453c8815469c8c7bae65d1338ed7549b24bf7e9803eec5066af7c0b58086a16e,ACTIVE,None,41.0,33acf04f2541b566261311766fa454d5145421b47d50ebfcb53f3d4b0455172b
370600,455133f88ebbe20e808ee7f23fbe35989a0cadd30eb630bbff7485ab5d8a4d17,ACTIVE,None,47.0,64d8c11992a88091127a21e2ce2969f54ea32e9a522f2e978a2eeb7ee2e5ba28
370833,455b7c010bebed2bcf1bca58620c4597811ae1cd96cee639d0bdb89c3614bb41,ACTIVE,Regularly,59.0,b1896b69ff85ced90cf497a2d8bcf126c681bbf37f42b2fcfceaa301e51f0487
371024,4563c31ad0524eb6c20efb2ed0f7134b4c1d9d30e84a9d2996152b0a59d204a5,ACTIVE,Regularly,29.0,021d49884bcdbee06e3a3e4e319b16eb580ca10e69eed152d8531549262e74f8
371158,456a3243990c5a47b3879b03cc48dd7841711cea3052aab6978663c91ab2153c,ACTIVE,None,31.0,f2313a2a55a8c507df1528512b3e2754351fa1988be928c5d0a11a1ef5e7186d
371381,457521f134fd472983088abc421ccd0652219b45cc974b88c568148cb7642b7c,ACTIVE,None,29.0,246c6c84006e234318a9d79144bc22151671656c88c31bb4faf335f55b1afb8c
371731,45866dfbee6cf278e84e48cbb779a1d7d24d6f38aca589f66e158b9f33ea5c37,ACTIVE,Regularly,59.0,0cafb928301ca4c24138bfc28daeec594812244391a051999ceb61c8dbb8e52d
371767,4588377cbfb0b19258de578bc7496a8fb05142983bdd7e9612b66cf40ad7c488,ACTIVE,None,27.0,cfb2c56b042fc8b2e1eac9c6b7b9434316ecf5aa319d313f3367077d60ab9d0a
371887,458df62c6e1005003c2558383c712dd36b7a9bd2616bddb4d1e6bf3bdafef572,ACTIVE,None,30.0,3867f081fcfac98eab81ca7383e620687145bb654a6c20dd6b4547df21a2028d
371922,458fc0ed910aef22f6328e5ef6184145233c128d5eb0d88a54e1f622ebb5c287,ACTIVE,Regularly,57.0,ee19fd74c4c8bf5d209769ffb034743c5c0707a761653f97556f34430d5628dc
371943,459101c10b852bfd78df0e40bf919c32aee03366071bb3f91e42eaa2f76d21f9,ACTIVE,Regularly,53.0,ac20e40ef8f59b8304bca902a479e3fe3c1ecd4a10c6a029d730e885c58e5500
371949,45915e464d5255d6a65127894494e3bc13881c028570758a1df5305e6c43f20e,ACTIVE,Regularly,27.0,6d4ade0ddf8cf4f5460f69d2bdb221c25caf516b1328c6c8ac3dedfd528cb818
372096,4597d28d8f340205e46aa009aec95c098d8bc8cdc8acf78e32b43a2f338341da,ACTIVE,Regularly,27.0,b46d89483231869b30cf6e9e0b16529929299cab1c10b88bedd2d5f5cea7b45a
372225,459d4e35d919e2d404ce4d58e9590f1fa09a0ad9927d95d7f1497a19cb3070ad,ACTIVE,None,41.0,cc5c0b195fc08490deb7fdebb4696ce909ddcbb2a8ce364d5f96a44be8b75244
372532,45ac702a31e8599c16e5ee53a8dc31b45ad6012356e279c6775d2516684ba024,ACTIVE,None,29.0,5fd19fc5fe8a0e679b767fc6601b8d2e82aa4386f4561daf9c8ab316d25cd8b3
372622,45b05094514f73f15d850e620c764cd97056e4073634c53550342b224dd85b28,ACTIVE,Regularly,28.0,e56864d4454f2ebbfd9872ebbaecfc75b8fb56e1c9ff5885bf723dbf1800ed29
372702,45b40b912d16f7803b8987c32b617b45971832b8103e0915e7e6e81aecbd2e02,ACTIVE,None,54.0,2c30157e61fde2ef849d128dd85d40c64c4bfd3cb42f546886d4b58499d506d9
372907,45bd239450b7fbe2a3016d240eb56b8ad34487ff4395df613bdea20f47666c20,ACTIVE,None,30.0,a05116b3b8b70a3df8268069475e000ab0254a5d8db3722d82f51894773e590d
373024,45c29301075615c4e896dddf73f5a08b8b0c8d9e6d2bec5cdf807133a041dc42,ACTIVE,Regularly,49.0,0977eeb845f2631da14c2af0cae717e64c7fa6149703cb25dbfa4538098af3c6
374044,45f4cb00561b0cb68798aea285be6b5234ae41d01a46e480721932f22f60f1b6,ACTIVE,None,29.0,e8e25e68ed6948f72889c77e5ee17fca73e6c4d501ca9f32c5c4e9c854a2d63a
374182,45fb363d9d46cc64b586fd381c268d142f76aba338b32f77076382c42f7b020e,ACTIVE,None,35.0,67e0d9e9072ba41a66f6130e4f158b3cd95377b250af3e87a5803c156608c417
374185,45fb5237b5accbdf71fbdc154c71a3645c7f1e0ac1863dabc935dc9f58669a5b,ACTIVE,None,36.0,ece8a18afbb0079e9ca7bea015698328a371a0b3e882b833d539172867c7c804
374249,45fe0be2a07e04a1efaa5791eccff68bc35a06fb375ca38741e4a3a3eda4e09e,ACTIVE,Regularly,24.0,4c1fabbf1c08338f109c353ca294ef59de957d05e3d344c782bcc22068f0505a
374356,4603840f5a2492f70e6561adc437328ff3edf201e835ed2c2be18055534aae6b,ACTIVE,None,29.0,78d8ae1b5670ee558a888df67be422c6a5c84f7339f39f7f8d44be055242ccc5
374418,46060a9aee18d99e308839846202ef08bf548e03d0a86cae31dc5953319018de,ACTIVE,Regularly,36.0,a6478915044798276383e3d48400b5e7dfc2bfb50217ff9ec8eb2a880b519ec5
374456,46083197ac27203f70ea301305e998383a03497fc1f23cc351cb34572baf56c3,ACTIVE,None,56.0,5de83e6b9bb5d315e7275d5b4dbf084dc9b47514281e7393eaa71e1d9cc0240e
374669,4611bd4f1b7a6f2de70b5b23575c0d2c27d81e4fc73fe90403e83724ff185465,ACTIVE,Regularly,37.0,2c407f9562482510eb231d62008694299803a360f43fad04aab90e6e65d92847
375113,46288637cb044624f8fa9ac16b739f1a2f7465f6a75779fca46fc66c8b44ee36,ACTIVE,Regularly,43.0,56d5d213088fd46702c1484327bb7b4bcb8c93dac7207d208746da225945c435
375169,462b0edce1742e6fdefe08e51e2631f24e21175a6f9d79f49f5a4449fce661a6,ACTIVE,Regularly,42.0,d31be310d3427a5f746e9d650d57dd3e631e8d05f68727f2083fc077456b4313
375504,463af5b25654120477bdad35b5d51610f33ba4d491a611f3238a28e1fcdd4068,ACTIVE,None,23.0,39e3ac81af4ed1a6292cb3fe6cbcd613defe402e9cc462fd47ac93e973ac7063
376052,4654ab9ecea4f45349c47dafd225fa9c1fec4b76e6a4c48484defcb4cd3014df,ACTIVE,Regularly,39.0,0c3593eb53da04acc8453c53f7f36753ceb3ce34f76f4abb9d63aa080a4b333f
376264,465f3143457e0b9c513f69ecbd028f7bd82f1ca01baa7042e485015230aa5e2a,ACTIVE,Regularly,65.0,25423593269b5659d219ff37ee430f3d7754c561335aa16b0e7f22e3065d496c
376265,465f336a612e5f3fc3a75ae53592f19dafd8b2abb3f6d995a4189df10a633907,ACTIVE,None,25.0,1fb74bbb9d42d5b046e48b16ce4bbd138f64dcaf12e842db7ffce48097370fcd
376515,4669b738eeee02e7bc7fc48efb6d25a10079f97c9ed1327d925f5ea66249a5d4,ACTIVE,Regularly,42.0,0d11cfee3564772d11fd6b4dbacf82f6a38a571e034b6fe5f11240acc481023a
376559,466b747be0c6273b69feac937aa72cbdb996c5da1425a4270aca60d0f6fb6abd,ACTIVE,None,30.0,639b40893555d8fa18701fb28b170531f63f2c11b90d0ae64d5d33f71639f521
376616,466e378882d28dcf97a4d0fb5779961c46ce92d1f00e30f50f9790478a31070c,ACTIVE,Regularly,43.0,112db8181d1c00525efb865990b7193bf1049b71bc413b3e6505040bf13a7bf2
377206,468b9e179c85451b9b4d7962efeb5c71561e38ae9e19c2e00303d28c6e6cd3f5,ACTIVE,None,44.0,f3fbfa282d8d47d305da130084f203a49ba8f6204c8405c0b1339a6d4895cdbd
377281,468e4031db4df70acd1f8841c5ce92cec5cb889d45c2877e5c0ffdb5280dc7eb,ACTIVE,Regularly,26.0,fee7d819166ff7af4a200b39b066f6c32b549dbf52e0bc3a2a7e233e06951108
377545,469aaa2b1ca8366720ace46f434b25cfa9a0ee57c4efba4d1bb461561dfbcd1b,ACTIVE,None,23.0,64cc10786c59ff0e073cc8144b365d59b27c485ea5183d498945516416e78f8c
377580,469c7253d788b433196e06709fe711f628bbc6e1825736fdb042724b98b87906,ACTIVE,Regularly,25.0,f0bc42034114d14b0aaec8fb9d3d8eecd360825e169edeb0a4981290d6795d13
377592,469ccf716e6720a58f3c11ac45be0582e51147a329140f7c2b3bacb983395657,ACTIVE,None,54.0,e59515e6603f2df695ae5ac323de3f45aa78028313120ec39b9592b12dd07909
377840,46a9075d65b36a6e91d066eb0c6c11a8355a93b25dd42f88bda7fe2ab38459df,ACTIVE,Regularly,34.0,1484aae1d6e1e4bccb744295e001fa521696bd04761c84f01fe392a0a169bd61
377973,46afc3641576403a3fdc2946c64a19dde0cefd80184fa7408e10bd9820337384,ACTIVE,Regularly,25.0,6123c7592c069d73aac81696d2069f9c4d51949b80f80351e18376b5425d1813
378214,46ba98e57578f2cb1f52959bc3211e0d9df26d3f6ffd9953d69f486016b4451d,ACTIVE,Regularly,49.0,067a27ca784b687f37ca8ddde411f6c6ee4493c7b655dfe51c5e9705c024f02c
378552,46caf8d18b310719f06ac41b3b1ec249835d6dbdf349f109819edafba2eb1ab6,ACTIVE,Regularly,23.0,cafca7ce4619d1430363549466d7b928801d0780c381f32f5d77164572c3f587
378860,46da26b74d4d0a6b1d17bcc3236cc7a9c75222fad4539933a12afe522509b7b2,ACTIVE,None,20.0,87a5e2b1eeffb52c8791d347f0ae3ae96316d8d3f8782d70a5a471ab1e67f5b0
378865,46da69f92997a018dfa17ac76de96e2791c5c0c46425c2284e886b7aee2485c8,ACTIVE,Regularly,59.0,52b6a0de9ec47b8688b9615c3306ee217d181c041dde3dfddc114231323c05f5
379052,46e341170ff53e261184bcfedf428f7d00dbf3b775597b1142452a2aa09f06fd,ACTIVE,Regularly,23.0,ee15c665a787dec05c10bfde923ebb775a088cf8b78fbe6bc100c9b32126d696
379164,46e91aba5b9aa4ad8b2445051e666a1604cb164af6ba22bf5f0ff55e3160c16f,ACTIVE,Regularly,44.0,4659247a9cebc5cad2adf5ea903c93e7726326ff30054126575688bb221a6ee9
379170,46e965306636278058808f16667e3ec0b12177de45d35c1191b194b0ea0fecaa,ACTIVE,None,34.0,c45bd89b5f3ead982d6326d43925c8b744174e8fe072c390df4b38e7b10de701
379176,46e9abe988f6433a7c75d23565018af9afcf53015957fd2ddfdb3e6a6613bc24,ACTIVE,Regularly,51.0,4bba7d23f42ce4c4b24f9473fd414c0fd9168902064f279c062f0f95dcd2960b
379301,46ef82916f84b34936aa2a18170cdce4264aff254426fae847d6361aa42ca9a8,ACTIVE,None,28.0,3eb4f26242a50f2fb249f6d3c15e1080e93ab24d6c3c3f7a147ec83d8163035d
380185,471a55d4368581d841853a36ffbe65f02c0d061e57460218d4ff142423a5d271,ACTIVE,Regularly,31.0,7f25262570c174627b5be0b22dad6c76412c5076d0889dd8ef49b67cd3f329f3
380478,47275783ff84445cf7e257c73031f31813c0c8e8e17e18351661d5136dcd0863,ACTIVE,None,33.0,35a7948dba76df3aefac9d5aabc35448bf1df4091753099ec0a2597076ce9478
380707,473210ec1c3a35893449928490b42fae83ac08d84e15c4acd592169d4fa35cb8,ACTIVE,Regularly,39.0,fd0b1c6208277c34f41ce59ae99634485959ec340296c1146fa01a7bde5abe07
380804,4736b30ec9738b07242819f36ad95a74b4fd73e80b863d235f5a65d0e543f789,ACTIVE,None,56.0,e08ad1d515b81f3245099d8218e84c0560d80845f29a83b1e6a5c923648a91eb
380899,473b4f75a7705638438afef9035be4e6b05f2ef1b0255054ad77e0cbc68d4575,ACTIVE,Regularly,23.0,46f41eee2d4414e15d8d53d92371c6525c93006aa86761ef20a142cc7736393a
381111,4745e29ad07bac1070d1eaa6702625ed6003a37a97403f1cd671254acbffc52a,ACTIVE,Regularly,53.0,6ac529304041bce54de9ad9fde80995a13099de6906be462e4abc8c3ba48af89
381143,4747c28956abc2a0e3403b774563a7598d9d3f8c05d14abb3724be70e6c683b6,ACTIVE,Regularly,23.0,4b28bc64a03fedff5eafc1f7b2c25d2a87a0e7f3731b15c1990ba5a4631be550
381209,474af0c41f63b0a86b5714e88612275d3938a8f7f66b7a601432c1c50847b294,ACTIVE,Regularly,28.0,cd72db33b7c51e5363038910096ab19df34b0ce95b94242146159c15073a55dc
381273,474dc4d302a720ecdd0908fa2a90debdbfa9131a3697a547dfd85df34498bde6,ACTIVE,Regularly,40.0,f063cd468036e4cc268801a64471b3a3b355fd20293cf350a64fd8aa6e7c6a78
381546,475b5730b438868702262c67a6502cea5a3fc225723df5ca953ea6ab5378126d,ACTIVE,None,54.0,9b1dc4c30db850bb0c8b174baef09cd0e7d3175aa36ffef57606e44ea8f717df
381550,475b89fdcb94c78243e97784c8685c8194a9cf1ec474ac57439975f4a557504b,ACTIVE,Regularly,20.0,d7f01a272631a993574bc6dc2925bee2ca6ec37b7f7a0075e432b54426359021
381617,475e6064f0d4f5b5acaf74ba301719116d63f54e7d854149239fb3a3b35ff9f1,ACTIVE,Regularly,26.0,344a163619c2684f00f150d4107126c02c6700e24216fa14f6fa5d585cb94baf
381683,4761f6e3412f539dd7e35e98109ea401878b3642a807118ef08ce6e369050abc,ACTIVE,None,25.0,fe7432f206b3dadf6f493e988cc4fa558689ba707d9260a54029fdc00aef7dc7
381950,476daee853cedbddb0b2df8f40b49e375707c8a5ba475c0ad8f3ae516a07d038,ACTIVE,None,34.0,2fae89371491a978d3ecdc5efa40583138ff3278364c2fdd6332b9ef6a6272c8
381969,476e8b2000a3c14c89e78dfc662348e14243cf3d15907f7a80c6612ae31fb87e,ACTIVE,None,43.0,eba24ac7f68e245a31048f49a197649b9138a62dd37179dd20500496433aaed0
382041,477183130300b8be5617d646126a6647f517d84b19fd337f0b917f782fcc24d5,ACTIVE,Regularly,55.0,b5f0bfd3ffa52b414a3558a92810d32e8f07f5a0956b8e4d6ae2113572992993
382055,477281e212b66c8b22314155276ebf82cd34b0eb72583e26f320bc30e432c1e7,ACTIVE,Regularly,26.0,a813908b350e24f0a60d115b56f2ed1a9eadabe3c9db685161e565056c895875
382132,4776ca1fe4fd00713d16d0d202cc8799399f6ba76415b67cab7e07c1e85f6eed,ACTIVE,None,49.0,214f80f9a66b32517a467bb5f6ce73bdb6a6699460c5c0bf55a5001ec0075500
382433,478513012dca45c66ecb46cae7681d442a4fd5d5cf7d53d3b506ab7af409f12d,ACTIVE,None,35.0,a35689199861d63d06d9f01fa311f22952253574baa96892f62d7e3cd44a027d
382445,47857df17dc010cc2404ae2760641da0fcd4525e59d82fd403e9e35af935b038,ACTIVE,Regularly,33.0,56f89665707fc2e63f1d0034aee156f6fdf21d4e65f4c4760dea9c09573dd30b
382684,4790e29c679f3d2bb7313612979fdcc56d0f107122fbae32bc4fd82e74029f1f,ACTIVE,Regularly,51.0,600007e99241be7cc11b66046acf5ce1174d90f1d676d1e07600ed7485bb21c4
382963,479eb1eff73e5f71128829e93e7c9c929c180a521692f3a8d805e6365d4a9ba1,ACTIVE,None,27.0,d41029aaecc8093b8ffcb380241ccc70ed8247838a8d2f4595e306bc884d1186
382971,479f089d225eda8bdf312aa5ef90069b33918c9bcc96a8e33c8c464c70a1cf2a,ACTIVE,Regularly,30.0,062ff946f42096f1b4f2037f4bff16bc7689946090bff77aa4af7160b30c2afe
383098,47a59f1c3a3a08e09a22a0f200313522ca58294738632bf86bd5e8b70c699b19,ACTIVE,Regularly,29.0,da3ef071e58dc34d53b094801e7653e09640d713f8c4632f6c64bda31affb90e
383154,47a7a32e937f0965ae2bff2e93429568d8e505392c185c786ae2bde6430b5acb,ACTIVE,None,58.0,5b9a59542055f7046589c80105cecf6191403a22177d212624d8f3ec87f2ab7e
383182,47a8b65f46d960dc4f216fd1c692f3e4d3359a9c7087eb099fb0f5747356a050,ACTIVE,Regularly,33.0,085dab1e05e6a5d6caa5948709acfc27a3452d253eb3c62793a8f5435fdb5e2a
383714,47c0e1ac9251e2734197e15f17413a29b9edad51cced93b68edeed3b109391c9,ACTIVE,Regularly,46.0,4ad7e36a446023af7f3f07e1ddf9ddf7d0656943e45f0e9ca8c1fa1a5c2fd534
383715,47c10a9db089960ca8e10a01f38049fcad7b608942301f08d883bfa22cd29122,ACTIVE,None,33.0,c9615250cb1c9aa08fa74e85fbc149fc665b301aeca5d5e7acbd1b91098d08c0
383820,47c55da524e936bc7eb05931e2836499e2bfb47cb907ba203ef31b274ab3d2a9,ACTIVE,None,40.0,b452276fb5a573cb0e9cfd6a38dcfe63c8cb6226a311fc9d570e94508ac20857
383831,47c5e41429650903abd97b61b20811d2c80306c07421ba35570f51e12decda0c,ACTIVE,None,27.0,98b0ee09ecda71f76bafcb8125592901156f90320084ff8a05e85b83c1a8a807
383873,47c82f15ce4622eba26d088b9e0033c5de49be1a3b8b1032c840b4672d54dd86,ACTIVE,None,51.0,91b73e382aa6ab14e0d882a7a548054d19565437a69130fd1daf44aa23b7a5cd
383882,47c8799deb197e97d70fb03ec40f47918ffbae6ef528c4718d1947fbac76e5ad,ACTIVE,Regularly,50.0,49e95bd937c342ec8baa52a31316510f3d759e538bd03c8eddb2e0faf1cc2b3e
384094,47d2cfe8025c0d2984f222b7c7bdfcba8f403eb85a18cdc8105cda9c199c8c91,ACTIVE,Regularly,32.0,6550d30ffe35753270b85a8262ab6f9d259069de065ac8a983f85ff0ee8809c2
384141,47d4b5059c7cc85eb1968620581391d1ab3ac7179852fde9f770c8ba7b387583,ACTIVE,None,27.0,6c087fb7b59f18e557a6cb3133c1c4de6e9cbe06393a468911de3f8bc46b9f51
384161,47d54f0e9297807467924a6fb4018610be4a4bf902f73483b89c8068887f97a8,ACTIVE,None,34.0,1ef05a1e814fa6d1f75e23f4aa31f7c7cad93145f753de468e595b71fe196157
384252,47da4a30ab98a930ae09ea5dcd09f104640e693d8ffdf40ecfcb15a336e619dd,ACTIVE,Regularly,26.0,032de58db21c3d909f75713c54da12a9e82682a6ae2654864be308a21c86a2e0
384552,47e69b8829c17305e88be6578e10b88691bf426e48ad2412aa98eb0b910d3637,ACTIVE,None,31.0,c20aadc59d5feb4ee3e5b8316533d31275a45e1851164ec138a896b677a32633
384721,47ee2c2fa0787b1643073550b9f7d4405057c792805e9250e945e23f1ce48254,ACTIVE,None,50.0,2cd76b44723cd3fbf793de262983aaab525c4df14c14ab4bae7e2eca726e7b83
385163,480405ddc4433309429196e0c3a22a3117200ef2a60b22438e2e136c6112da31,ACTIVE,Regularly,26.0,a37649ca49e76e99d702bb20776d7f54cc4bfdd95202aa821f7f4e173c8616aa
385375,480d390cb43bef9ab64a83d2f3dac7a6ec0057275d821b08771141911099f36c,ACTIVE,Regularly,53.0,9ea329552f99da071b7e9ee11eff961d2e14bc0061c1916a6252c1471eaae34f
385443,4810c885ff3b130fe0f8112c544d23d9c3e6f9aff5144d10341b50d97328f7fb,ACTIVE,None,49.0,3d0f0bb2c2d8d6cdd73538ff0a5446999aa41070e543cdb75f10f973200cbbfc
385452,4811403fc1cd90e6a85164bfd1e3f1cb7ac0bd6d1c470c5242d39553795da32f,ACTIVE,Regularly,37.0,3f874d7caee53787c46b1e14e698129d269eb265dd4f7806899d72d358c8b3cc
